Item,Year,yield,rainfall,pesticides_tonnes,avg_temp
Wheat,1999,12868,250,4720.28,3.73
Maize,2000,33350,250,3024.42,7.26
Maize,2000,33350,250,3024.42,3.23
Potatoes,2000,106383,250,3024.42,7.26
Potatoes,2000,106383,250,3024.42,3.23
"Rice, paddy",2000,29723,250,3024.42,7.26
"Rice, paddy",2000,29723,250,3024.42,3.23
Sorghum,2000,65862,250,3024.42,7.26
Sorghum,2000,65862,250,3024.42,3.23
Soybeans,2000,11343,250,3024.42,7.26
Soybeans,2000,11343,250,3024.42,3.23
Wheat,2000,9028,250,3024.42,7.26
Wheat,2000,9028,250,3024.42,3.23
Maize,2001,37125,250,3007.26,7.23
Maize,2001,37125,250,3007.26,3.85
Potatoes,2001,132897,250,3007.26,7.23
Potatoes,2001,132897,250,3007.26,3.85
"Rice, paddy",2001,28714,250,3007.26,7.23
"Rice, paddy",2001,28714,250,3007.26,3.85
Sorghum,2001,31915,250,3007.26,7.23
Sorghum,2001,31915,250,3007.26,3.85
Soybeans,2001,13561,250,3007.26,7.23
Soybeans,2001,13561,250,3007.26,3.85
Wheat,2001,11803,250,3007.26,7.23
Wheat,2001,11803,250,3007.26,3.85
Maize,2002,41370,250,3361.84,7.4
Maize,2002,41370,250,3361.84,4.77
Potatoes,2002,139278,250,3361.84,7.4
Potatoes,2002,139278,250,3361.84,4.77
"Rice, paddy",2002,30288,250,3361.84,7.4
"Rice, paddy",2002,30288,250,3361.84,4.77
Sorghum,2002,14316,250,3361.84,7.4
Sorghum,2002,14316,250,3361.84,4.77
Soybeans,2002,14955,250,3361.84,7.4
Soybeans,2002,14955,250,3361.84,4.77
Wheat,2002,10895,250,3361.84,7.4
Wheat,2002,10895,250,3361.84,4.77
Maize,2004,44575,250,3802.92,7.52
Maize,2004,44575,250,3802.92,4.18
Potatoes,2004,134485,250,3802.92,7.52
Potatoes,2004,134485,250,3802.92,4.18
"Rice, paddy",2004,34182,250,3802.92,7.52
"Rice, paddy",2004,34182,250,3802.92,4.18
Sorghum,2004,17500,250,3802.92,7.52
Sorghum,2004,17500,250,3802.92,4.18
Soybeans,2004,14630,250,3802.92,7.52
Soybeans,2004,14630,250,3802.92,4.18
Wheat,2004,8432,250,3802.92,7.52
Wheat,2004,8432,250,3802.92,4.18
Maize,2005,41546,250,3666.62,7.07
Maize,2005,41546,250,3666.62,4
Potatoes,2005,150135,250,3666.62,7.07
Potatoes,2005,150135,250,3666.62,4
"Rice, paddy",2005,33518,250,3666.62,7.07
"Rice, paddy",2005,33518,250,3666.62,4
Sorghum,2005,20000,250,3666.62,7.07
Sorghum,2005,20000,250,3666.62,4
Soybeans,2005,16438,250,3666.62,7.07
Soybeans,2005,16438,250,3666.62,4
Wheat,2005,9480,250,3666.62,7.07
Wheat,2005,9480,250,3666.62,4
Maize,2006,46317,250,3926.27,7.65
Maize,2006,46317,250,3926.27,3.88
Potatoes,2006,153851,250,3926.27,7.65
Potatoes,2006,153851,250,3926.27,3.88
"Rice, paddy",2006,32966,250,3926.27,7.65
"Rice, paddy",2006,32966,250,3926.27,3.88
Sorghum,2006,24128,250,3926.27,7.65
Sorghum,2006,24128,250,3926.27,3.88
Soybeans,2006,16578,250,3926.27,7.65
Soybeans,2006,16578,250,3926.27,3.88
Wheat,2006,11348,250,3926.27,7.65
Wheat,2006,11348,250,3926.27,3.88
Maize,2007,45636,250,5575.89,7.78
Maize,2007,45636,250,5575.89,4.14
Potatoes,2007,155792,250,5575.89,7.78
Potatoes,2007,155792,250,5575.89,4.14
"Rice, paddy",2007,33678,250,5575.89,7.78
"Rice, paddy",2007,33678,250,5575.89,4.14
Sorghum,2007,4800,250,5575.89,7.78
Sorghum,2007,4800,250,5575.89,4.14
Soybeans,2007,16959,250,5575.89,7.78
Soybeans,2007,16959,250,5575.89,4.14
Wheat,2007,12983,250,5575.89,7.78
Wheat,2007,12983,250,5575.89,4.14
Maize,2008,44042,250,7044.9,7.25
Maize,2008,44042,250,7044.9,4.19
Potatoes,2008,144356,250,7044.9,7.25
Potatoes,2008,144356,250,7044.9,4.19
"Rice, paddy",2008,33736,250,7044.9,7.25
"Rice, paddy",2008,33736,250,7044.9,4.19
Sorghum,2008,3871,250,7044.9,7.25
Sorghum,2008,3871,250,7044.9,4.19
Soybeans,2008,17326,250,7044.9,7.25
Soybeans,2008,17326,250,7044.9,4.19
Wheat,2008,9715,250,7044.9,7.25
Wheat,2008,9715,250,7044.9,4.19
Maize,2009,47500,250,8716.14,6.77
Maize,2009,47500,250,8716.14,3.03
Potatoes,2009,162092,250,8716.14,6.77
Potatoes,2009,162092,250,8716.14,3.03
"Rice, paddy",2009,35323,250,8716.14,6.77
"Rice, paddy",2009,35323,250,8716.14,3.03
Sorghum,2009,5000,250,8716.14,6.77
Sorghum,2009,5000,250,8716.14,3.03
Soybeans,2009,18002,250,8716.14,6.77
Soybeans,2009,18002,250,8716.14,3.03
Wheat,2009,11941,250,8716.14,6.77
Wheat,2009,11941,250,8716.14,3.03
Maize,2010,48331,250,6283.85,6.96
Maize,2010,48331,250,6283.85,2.95
Potatoes,2010,143194,250,6283.85,6.96
Potatoes,2010,143194,250,6283.85,2.95
"Rice, paddy",2010,39697,250,6283.85,6.96
"Rice, paddy",2010,39697,250,6283.85,2.95
Sorghum,2010,4500,250,6283.85,6.96
Sorghum,2010,4500,250,6283.85,2.95
Soybeans,2010,18489,250,6283.85,6.96
Soybeans,2010,18489,250,6283.85,2.95
Wheat,2010,7336,250,6283.85,6.96
Wheat,2010,7336,250,6283.85,2.95
Maize,2011,49864,250,10656.6,6.54
Maize,2011,49864,250,10656.6,2.67
Potatoes,2011,167176,250,10656.6,6.54
Potatoes,2011,167176,250,10656.6,2.67
"Rice, paddy",2011,37152,250,10656.6,6.54
"Rice, paddy",2011,37152,250,10656.6,2.67
Sorghum,2011,13000,250,10656.6,6.54
Sorghum,2011,13000,250,10656.6,2.67
Soybeans,2011,19001,250,10656.6,6.54
Soybeans,2011,19001,250,10656.6,2.67
Wheat,2011,16609,250,10656.6,6.54
Wheat,2011,16609,250,10656.6,2.67
Maize,2012,51877,250,8674.58,6.07
Maize,2012,51877,250,8674.58,2.5
Potatoes,2012,165927,250,8674.58,6.07
Potatoes,2012,165927,250,8674.58,2.5
"Rice, paddy",2012,37712,250,8674.58,6.07
"Rice, paddy",2012,37712,250,8674.58,2.5
Sorghum,2012,2750,250,8674.58,6.07
Sorghum,2012,2750,250,8674.58,2.5
Soybeans,2012,20128,250,8674.58,6.07
Soybeans,2012,20128,250,8674.58,2.5
Wheat,2012,7929,250,8674.58,6.07
Wheat,2012,7929,250,8674.58,2.5
Maize,2013,52779,250,8738.38,8.71
Maize,2013,52779,250,8738.38,5.49
Potatoes,2013,181522,250,8738.38,8.71
Potatoes,2013,181522,250,8738.38,5.49
"Rice, paddy",2013,38500,250,8738.38,8.71
"Rice, paddy",2013,38500,250,8738.38,5.49
Sorghum,2013,2258,250,8738.38,8.71
Sorghum,2013,2258,250,8738.38,5.49
Soybeans,2013,19727,250,8738.38,8.71
Soybeans,2013,19727,250,8738.38,5.49
Wheat,2013,10762,250,8738.38,8.71
Wheat,2013,10762,250,8738.38,5.49
Cassava,1990,108498,630,3469,15.94
Maize,1990,16591,630,3469,15.94
Plantains and others,1990,125000,630,3469,15.94
Potatoes,1990,88655,630,3469,15.94
"Rice, paddy",1990,30984,630,3469,15.94
Sorghum,1990,8473,630,3469,15.94
Soybeans,1990,8000,630,3469,15.94
Sweet potatoes,1990,99153,630,3469,15.94
Wheat,1990,16551,630,3469,15.94
Yams,1990,88356,630,3469,15.94
Cassava,1991,100000,630,3469,16.26
Maize,1991,18321,630,3469,16.26
Plantains and others,1991,125000,630,3469,16.26
Potatoes,1991,113356,630,3469,16.26
"Rice, paddy",1991,38846,630,3469,16.26
Sorghum,1991,9572,630,3469,16.26
Soybeans,1991,8037,630,3469,16.26
Sweet potatoes,1991,109373,630,3469,16.26
Wheat,1991,18484,630,3469,16.26
Yams,1991,80000,630,3469,16.26
Cassava,1992,102462,630,3469,16.34
Maize,1992,17271,630,3469,16.34
Plantains and others,1992,125000,630,3469,16.34
Potatoes,1992,92975,630,3469,16.34
"Rice, paddy",1992,35362,630,3469,16.34
Sorghum,1992,11216,630,3469,16.34
Soybeans,1992,8059,630,3469,16.34
Sweet potatoes,1992,67531,630,3469,16.34
Wheat,1992,19359,630,3469,16.34
Yams,1992,74707,630,3469,16.34
Cassava,1993,102936,630,3469,16.36
Maize,1993,15549,630,3469,16.36
Plantains and others,1993,123529,630,3469,16.36
Potatoes,1993,117490,630,3469,16.36
"Rice, paddy",1993,41483,630,3469,16.36
Sorghum,1993,7454,630,3469,16.36
Soybeans,1993,8081,630,3469,16.36
Sweet potatoes,1993,96271,630,3469,16.36
Wheat,1993,13795,630,3469,16.36
Yams,1993,67487,630,3469,16.36
Cassava,1994,91297,630,3469,16.58
Maize,1994,20400,630,3469,16.58
Plantains and others,1994,125000,630,3469,16.58
Potatoes,1994,97108,630,3469,16.58
"Rice, paddy",1994,43559,630,3469,16.58
Sorghum,1994,8640,630,3469,16.58
Soybeans,1994,8104,630,3469,16.58
Sweet potatoes,1994,104396,630,3469,16.58
Wheat,1994,22164,630,3469,16.58
Yams,1994,74000,630,3469,16.58
Cassava,1995,95560,630,4607,16.52
Maize,1995,18759,630,4607,16.52
Plantains and others,1995,125000,630,4607,16.52
Potatoes,1995,96575,630,4607,16.52
"Rice, paddy",1995,40000,630,4607,16.52
Sorghum,1995,5984,630,4607,16.52
Soybeans,1995,8128,630,4607,16.52
Sweet potatoes,1995,100712,630,4607,16.52
Wheat,1995,21064,630,4607,16.52
Yams,1995,69832,630,4607,16.52
Cassava,1996,111344,630,6344,16.44
Maize,1996,14506,630,6344,16.44
Plantains and others,1996,123077,630,6344,16.44
Potatoes,1996,75918,630,6344,16.44
"Rice, paddy",1996,40000,630,6344,16.44
Sorghum,1996,5954,630,6344,16.44
Soybeans,1996,8153,630,6344,16.44
Sweet potatoes,1996,79880,630,6344,16.44
Wheat,1996,20112,630,6344,16.44
Yams,1996,59748,630,6344,16.44
Cassava,1997,94938,630,5172,16.77
Maize,1997,14713,630,5172,16.77
Plantains and others,1997,122727,630,5172,16.77
Potatoes,1997,70425,630,5172,16.77
"Rice, paddy",1997,39724,630,5172,16.77
Sorghum,1997,7447,630,5172,16.77
Soybeans,1997,8178,630,5172,16.77
Sweet potatoes,1997,111359,630,5172,16.77
Wheat,1997,16132,630,5172,16.77
Yams,1997,57179,630,5172,16.77
Cassava,1998,80569,630,4114,16.53
Maize,1998,16697,630,4114,16.53
Plantains and others,1998,126087,630,4114,16.53
Potatoes,1998,75177,630,4114,16.53
"Rice, paddy",1998,48419,630,4114,16.53
Sorghum,1998,7528,630,4114,16.53
Soybeans,1998,8204,630,4114,16.53
Sweet potatoes,1998,80590,630,4114,16.53
Wheat,1998,18951,630,4114,16.53
Yams,1998,48926,630,4114,16.53
Cassava,1999,102106,630,3056,16.7
Maize,1999,14817,630,3056,16.7
Plantains and others,1999,127273,630,3056,16.7
Potatoes,1999,91410,630,3056,16.7
"Rice, paddy",1999,39845,630,3056,16.7
Sorghum,1999,7775,630,3056,16.7
Soybeans,1999,8228,630,3056,16.7
Sweet potatoes,1999,105824,630,3056,16.7
Wheat,1999,16534,630,3056,16.7
Yams,1999,92318,630,3056,16.7
Cassava,2000,69454,630,1998,16.73
Maize,2000,14400,630,1998,16.73
Plantains and others,2000,128571,630,1998,16.73
Potatoes,2000,61770,630,1998,16.73
"Rice, paddy",2000,37710,630,1998,16.73
Sorghum,2000,6656,630,1998,16.73
Soybeans,2000,8603,630,1998,16.73
Sweet potatoes,2000,88375,630,1998,16.73
Wheat,2000,15492,630,1998,16.73
Yams,2000,55641,630,1998,16.73
Cassava,2001,77681,630,1578,16.1
Maize,2001,17012,630,1578,16.1
Plantains and others,2001,121739,630,1578,16.1
Potatoes,2001,91596,630,1578,16.1
"Rice, paddy",2001,34091,630,1578,16.1
Sorghum,2001,8569,630,1578,16.1
Soybeans,2001,8608,630,1578,16.1
Sweet potatoes,2001,90000,630,1578,16.1
Wheat,2001,19890,630,1578,16.1
Yams,2001,78980,630,1578,16.1
Cassava,2002,73441,630,1578,16.61
Maize,2002,15126,630,1578,16.61
Plantains and others,2002,121739,630,1578,16.61
Potatoes,2002,77113,630,1578,16.61
"Rice, paddy",2002,34615,630,1578,16.61
Sorghum,2002,8010,630,1578,16.61
Soybeans,2002,8611,630,1578,16.61
Sweet potatoes,2002,85000,630,1578,16.61
Wheat,2002,21217,630,1578,16.61
Yams,2002,54886,630,1578,16.61
Cassava,2004,111000,630,1578,16.92
Maize,2004,19293,630,1578,16.92
Plantains and others,2004,123810,630,1578,16.92
Potatoes,2004,84401,630,1578,16.92
"Rice, paddy",2004,37280,630,1578,16.92
Sorghum,2004,5644,630,1578,16.92
Soybeans,2004,8607,630,1578,16.92
Sweet potatoes,2004,94116,630,1578,16.92
Wheat,2004,24827,630,1578,16.92
Yams,2004,83525,630,1578,16.92
Cassava,2005,91009,630,1578,17.28
Maize,2005,16405,630,1578,17.28
Plantains and others,2005,123810,630,1578,17.28
Potatoes,2005,200000,630,1578,17.28
"Rice, paddy",2005,39321,630,1578,17.28
Sorghum,2005,12230,630,1578,17.28
Soybeans,2005,8591,630,1578,17.28
Sweet potatoes,2005,109577,630,1578,17.28
Wheat,2005,23131,630,1578,17.28
Yams,2005,86683,630,1578,17.28
Cassava,2006,95856,630,1578,16.92
Maize,2006,17197,630,1578,16.92
Plantains and others,2006,121739,630,1578,16.92
Potatoes,2006,200000,630,1578,16.92
"Rice, paddy",2006,28062,630,1578,16.92
Sorghum,2006,8006,630,1578,16.92
Soybeans,2006,8265,630,1578,16.92
Sweet potatoes,2006,96701,630,1578,16.92
Wheat,2006,21875,630,1578,16.92
Yams,2006,95024,630,1578,16.92
Cassava,2007,74185,630,1578,16.6
Maize,2007,18132,630,1578,16.6
Plantains and others,2007,123810,630,1578,16.6
Potatoes,2007,200000,630,1578,16.6
"Rice, paddy",2007,28715,630,1578,16.6
Sorghum,2007,9474,630,1578,16.6
Soybeans,2007,8400,630,1578,16.6
Sweet potatoes,2007,132796,630,1578,16.6
Wheat,2007,30940,630,1578,16.6
Yams,2007,74649,630,1578,16.6
Cassava,2008,137358,630,1578,16.66
Maize,2008,13925,630,1578,16.66
Plantains and others,2008,124000,630,1578,16.66
Potatoes,2008,214815,630,1578,16.66
"Rice, paddy",2008,13076,630,1578,16.66
Sorghum,2008,5221,630,1578,16.66
Soybeans,2008,8160,630,1578,16.66
Sweet potatoes,2008,142515,630,1578,16.66
Wheat,2008,25845,630,1578,16.66
Yams,2008,75874,630,1578,16.66
Cassava,2009,116431,630,1578,17.3
Maize,2009,12943,630,1578,17.3
Plantains and others,2009,123077,630,1578,17.3
Potatoes,2009,191199,630,1578,17.3
"Rice, paddy",2009,19333,630,1578,17.3
Sorghum,2009,5717,630,1578,17.3
Soybeans,2009,7153,630,1578,17.3
Sweet potatoes,2009,132895,630,1578,17.3
Wheat,2009,16665,630,1578,17.3
Yams,2009,45170,630,1578,17.3
Cassava,2010,52521,630,1578,16.82
Maize,2010,17251,630,1578,16.82
Plantains and others,2010,125000,630,1578,16.82
Potatoes,2010,224279,630,1578,16.82
"Rice, paddy",2010,42384,630,1578,16.82
Sorghum,2010,7267,630,1578,16.82
Soybeans,2010,9500,630,1578,16.82
Sweet potatoes,2010,99739,630,1578,16.82
Wheat,2010,31991,630,1578,16.82
Yams,2010,65645,630,1578,16.82
Cassava,2011,112309,630,1578,16.9
Maize,2011,15840,630,1578,16.9
Plantains and others,2011,124000,630,1578,16.9
Potatoes,2011,191690,630,1578,16.9
"Rice, paddy",2011,39676,630,1578,16.9
Sorghum,2011,6291,630,1578,16.9
Soybeans,2011,12578,630,1578,16.9
Sweet potatoes,2011,122689,630,1578,16.9
Wheat,2011,20415,630,1578,16.9
Yams,2011,91154,630,1578,16.9
Cassava,2012,127273,630,1578,16.84
Maize,2012,17366,630,1578,16.84
Plantains and others,2012,120000,630,1578,16.84
Potatoes,2012,203389,630,1578,16.84
"Rice, paddy",2012,46643,630,1578,16.84
Sorghum,2012,7445,630,1578,16.84
Soybeans,2012,14997,630,1578,16.84
Sweet potatoes,2012,128346,630,1578,16.84
Wheat,2012,29720,630,1578,16.84
Yams,2012,116053,630,1578,16.84
Cassava,2013,142470,630,1578,16.91
Maize,2013,16922,630,1578,16.91
Plantains and others,2013,119231,630,1578,16.91
Potatoes,2013,144262,630,1578,16.91
"Rice, paddy",2013,39955,630,1578,16.91
Sorghum,2013,7550,630,1578,16.91
Soybeans,2013,12231,630,1578,16.91
Sweet potatoes,2013,124706,630,1578,16.91
Wheat,2013,27602,630,1578,16.91
Yams,2013,135962,630,1578,16.91
Potatoes,1992,120475,641,1005,6.89
Wheat,1992,25848,641,1005,6.89
Potatoes,1993,145006,641,476,5.58
Wheat,1993,20006,641,476,5.58
Potatoes,1994,129963,641,294,5.87
Wheat,1994,21078,641,294,5.87
Potatoes,1995,114701,641,358,6.54
Wheat,1995,22235,641,358,6.54
Potatoes,1996,137471,641,361,4.9
Wheat,1996,23961,641,361,4.9
Potatoes,1997,135948,641,334,6.17
Wheat,1997,25909,641,334,6.17
Potatoes,1998,118044,641,369,5.95
Wheat,1998,25533,641,369,5.95
Potatoes,1999,158782,641,326.86,7.07
Wheat,1999,24103,641,326.86,7.07
Potatoes,2000,145634,641,284.72,7.47
Wheat,2000,27034,641,284.72,7.47
Potatoes,2001,111670,641,367.4,6.5
Wheat,2001,27080,641,367.4,6.5
Potatoes,2002,143358,641,335.31,6.83
Wheat,2002,33844,641,335.31,6.83
Potatoes,2004,128507,641,594.46,6.28
Wheat,2004,29423,641,594.46,6.28
Potatoes,2005,145942,641,723.54,6.3
Wheat,2005,36099,641,723.54,6.3
Potatoes,2006,122151,641,743.57,6.95
Wheat,2006,27815,641,743.57,6.95
Potatoes,2007,159330,641,1113.49,7.25
Wheat,2007,35944,641,1113.49,7.25
Potatoes,2008,178148,641,1033,7.67
Wheat,2008,38566,641,1033,7.67
Potatoes,2009,175133,641,881.2,6.51
Wheat,2009,36276,641,881.2,6.51
Potatoes,2010,160797,641,1027.5,5.67
Wheat,2010,32849,641,1027.5,5.67
Potatoes,2011,168013,641,1070.5,7.25
Wheat,2011,30613,641,1070.5,7.25
Potatoes,2012,191099,641,1396.96,5.96
Wheat,2012,43695,641,1396.96,5.96
Potatoes,2013,181648,641,1250,7.25
Wheat,2013,38857,641,1250,7.25
Maize,1990,16910,661,1221,19.4
Potatoes,1990,180927,661,1221,19.4
Sorghum,1990,12500,661,1221,19.4
Wheat,1990,19704,661,1221,19.4
Maize,1991,17467,661,1221,19.31
Potatoes,1991,201527,661,1221,19.31
Sorghum,1991,13000,661,1221,19.31
Wheat,1991,22299,661,1221,19.31
Maize,1992,18715,661,1221,18.18
Potatoes,1992,210345,661,1221,18.18
Sorghum,1992,13988,661,1221,18.18
Wheat,1992,22807,661,1221,18.18
Maize,1993,18919,661,1221,19.14
Potatoes,1993,203846,661,1221,19.14
Sorghum,1993,14394,661,1221,19.14
Wheat,1993,22917,661,1221,19.14
Maize,1994,20288,661,1221,19.93
Potatoes,1994,234268,661,1221,19.93
Sorghum,1994,15068,661,1221,19.93
Wheat,1994,22244,661,1221,19.93
Maize,1995,23269,661,1221,19.35
Potatoes,1995,238774,661,1221,19.35
Sorghum,1995,15752,661,1221,19.35
Wheat,1995,24765,661,1221,19.35
Maize,1996,23461,661,1221,19.65
Potatoes,1996,241493,661,1221,19.65
Sorghum,1996,17170,661,1221,19.65
Wheat,1996,24726,661,1221,19.65
Maize,1997,31111,661,1816,18.99
Potatoes,1997,220000,661,1816,18.99
Sorghum,1997,17030,661,1816,18.99
Wheat,1997,16263,661,1816,18.99
Maize,1998,50000,661,1816,20.19
Potatoes,1998,200000,661,1816,20.19
Sorghum,1998,16828,661,1816,20.19
Wheat,1998,20667,661,1816,20.19
Maize,1999,57143,661,1816,20.25
Potatoes,1999,190270,661,1816,20.25
Sorghum,1999,16000,661,1816,20.25
Wheat,1999,18814,661,1816,20.25
Maize,2000,38889,661,1816,19.65
Potatoes,2000,213178,661,1816,19.65
Sorghum,2000,15556,661,1816,19.65
Wheat,2000,27025,661,1816,19.65
Maize,2001,43231,661,1816,20.29
Potatoes,2001,215966,661,1816,20.29
Sorghum,2001,16000,661,1816,20.29
Wheat,2001,31995,661,1816,20.29
Maize,2002,32435,661,1816,19.91
Potatoes,2002,234970,661,1816,19.91
Sorghum,2002,14286,661,1816,19.91
Wheat,2002,27356,661,1816,19.91
Maize,2004,60000,661,1816,19.72
Potatoes,2004,255504,661,1816,19.72
Sorghum,2004,17030,661,1816,19.72
Wheat,2004,29344,661,1816,19.72
Maize,2005,37778,661,1816,19.68
Potatoes,2005,259594,661,1816,19.68
Sorghum,2005,18269,661,1816,19.68
Wheat,2005,29030,661,1816,19.68
Maize,2006,29524,661,1816,19.59
Potatoes,2006,200000,661,1816,19.59
Sorghum,2006,17917,661,1816,19.59
Wheat,2006,28998,661,1816,19.59
Maize,2007,34444,661,1816,20.04
Potatoes,2007,256020,661,1816,20.04
Sorghum,2007,18780,661,1816,20.04
Wheat,2007,22008,661,1816,20.04
Maize,2008,37778,661,1816,20.24
Potatoes,2008,256020,661,1816,20.24
Sorghum,2008,18649,661,1816,20.24
Wheat,2008,28798,661,1816,20.24
Maize,2009,36210,661,1816,20.19
Potatoes,2009,224868,661,1816,20.19
Sorghum,2009,20000,661,1816,20.19
Wheat,2009,27990,661,1816,20.19
Maize,2010,37199,661,1816,21.26
Potatoes,2010,238514,661,1816,21.26
Sorghum,2010,19298,661,1816,21.26
Wheat,2010,27815,661,1816,21.26
Maize,2011,36468,661,1816,19.67
Potatoes,2011,239130,661,1816,19.67
Sorghum,2011,19565,661,1816,19.67
Wheat,2011,29667,661,1816,19.67
Maize,2012,36025,661,1816,20.19
Potatoes,2012,233333,661,1816,20.19
Sorghum,2012,19167,661,1816,20.19
Wheat,2012,31012,661,1816,20.19
Maize,2013,35621,661,1816,20.08
Potatoes,2013,260759,661,1816,20.08
Sorghum,2013,20000,661,1816,20.08
Wheat,2013,32122,661,1816,20.08
Maize,1990,11000,788,0.3,14.48
Potatoes,1990,176905,788,0.3,14.48
Sorghum,1990,10112,788,0.3,14.48
Wheat,1990,8118,788,0.3,14.48
Maize,1991,5408,788,0.3,14.66
Potatoes,1991,156250,788,0.3,14.66
Sorghum,1991,5399,788,0.3,14.66
Wheat,1991,1959,788,0.3,14.66
Maize,1992,5792,788,0.3,15.16
Potatoes,1992,148649,788,0.3,15.16
Sorghum,1992,6123,788,0.3,15.16
Wheat,1992,8580,788,0.3,15.16
Maize,1993,8875,788,0.3,14.95
Potatoes,1993,150000,788,0.3,14.95
Sorghum,1993,12704,788,0.3,14.95
Wheat,1993,7330,788,0.3,14.95
Maize,1994,8629,788,0.3,14.22
Potatoes,1994,155556,788,0.3,14.22
Sorghum,1994,8756,788,0.3,14.22
Wheat,1994,4199,788,0.3,14.22
Maize,1995,8126,788,0.3,14.55
Potatoes,1995,156169,788,0.3,14.55
Sorghum,1995,8028,788,0.3,14.55
Wheat,1995,6166,788,0.3,14.55
Maize,1996,12490,788,0.3,13.93
Potatoes,1996,157202,788,0.3,13.93
Sorghum,1996,8591,788,0.3,13.93
Wheat,1996,14108,788,0.3,13.93
Maize,1997,9857,788,0.3,14.28
Potatoes,1997,159574,788,0.3,14.28
Sorghum,1997,8056,788,0.3,14.28
Wheat,1997,16291,788,0.3,14.28
Maize,1998,13171,788,0.3,14.81
Potatoes,1998,160000,788,0.3,14.81
Sorghum,1998,14763,788,0.3,14.81
Wheat,1998,14810,788,0.3,14.81
Maize,1999,9410,788,0.3,15.34
Potatoes,1999,163462,788,0.3,15.34
Sorghum,1999,11089,788,0.3,15.34
Wheat,1999,7388,788,0.3,15.34
Maize,2000,6773,788,0.3,14.37
Potatoes,2000,164151,788,0.3,14.37
Sorghum,2000,10378,788,0.3,14.37
Wheat,2000,6547,788,0.3,14.37
Maize,2001,8913,788,0.3,14.62
Potatoes,2001,162963,788,0.3,14.62
Sorghum,2001,8640,788,0.3,14.62
Wheat,2001,20515,788,0.3,14.62
Maize,2002,8088,788,0.3,14.69
Potatoes,2002,162858,788,0.3,14.69
Sorghum,2002,4225,788,0.3,14.69
Wheat,2002,7172,788,0.3,14.69
Maize,2004,6347,788,0.3,14.91
Potatoes,2004,163654,788,0.3,14.91
Sorghum,2004,3933,788,0.3,14.91
Wheat,2004,6401,788,0.3,14.91
Maize,2005,7011,788,0.53,14.89
Potatoes,2005,164086,788,0.53,14.89
Sorghum,2005,6240,788,0.53,14.89
Wheat,2005,7234,788,0.53,14.89
Maize,2006,5974,788,5.25,14.18
Potatoes,2006,164720,788,5.25,14.18
Sorghum,2006,3290,788,5.25,14.18
Wheat,2006,2685,788,5.25,14.18
Maize,2007,4877,788,35.27,14.81
Potatoes,2007,166071,788,35.27,14.81
Sorghum,2007,2436,788,35.27,14.81
Wheat,2007,4316,788,35.27,14.81
Maize,2008,4349,788,37.44,14.74
Potatoes,2008,166379,788,37.44,14.74
Sorghum,2008,2866,788,37.44,14.74
Wheat,2008,2415,788,37.44,14.74
Maize,2009,4159,788,77.7,14.62
Potatoes,2009,159649,788,77.7,14.62
Sorghum,2009,5773,788,77.7,14.62
Wheat,2009,3473,788,77.7,14.62
Maize,2010,9071,788,80.07,15.23
Potatoes,2010,165000,788,80.07,15.23
Sorghum,2010,7189,788,80.07,15.23
Wheat,2010,14693,788,80.07,15.23
Maize,2011,6344,788,175.27,14.32
Potatoes,2011,164706,788,175.27,14.32
Sorghum,2011,5092,788,175.27,14.32
Wheat,2011,9965,788,175.27,14.32
Maize,2012,6712,788,271.84,14.62
Potatoes,2012,164286,788,271.84,14.62
Sorghum,2012,1343,788,271.84,14.62
Wheat,2012,8641,788,271.84,14.62
Maize,2013,8227,788,62.32,14.03
Potatoes,2013,173611,788,62.32,14.03
Sorghum,2013,3051,788,62.32,14.03
Wheat,2013,12345,788,62.32,14.03
Maize,1990,10000,56,87,19.6
Maize,1990,10000,56,87,20.53
Potatoes,1990,80556,56,87,19.6
Potatoes,1990,80556,56,87,20.53
Wheat,1990,12317,56,87,19.6
Wheat,1990,12317,56,87,20.53
Maize,1991,12417,56,87,18.96
Maize,1991,12417,56,87,19.47
Potatoes,1991,81319,56,87,18.96
Potatoes,1991,81319,56,87,19.47
Wheat,1991,12381,56,87,18.96
Wheat,1991,12381,56,87,19.47
Maize,1992,12627,56,87,19.03
Maize,1992,12627,56,87,19.67
Potatoes,1992,78947,56,87,19.03
Potatoes,1992,78947,56,87,19.67
Wheat,1992,10015,56,87,19.03
Wheat,1992,10015,56,87,19.67
Maize,1993,12878,56,87,19.51
Maize,1993,12878,56,87,20.12
Potatoes,1993,85822,56,87,19.51
Potatoes,1993,85822,56,87,20.12
Wheat,1993,8400,56,87,19.51
Wheat,1993,8400,56,87,20.12
Maize,1994,12387,56,87,19.86
Maize,1994,12387,56,87,20.55
Potatoes,1994,116667,56,87,19.86
Potatoes,1994,116667,56,87,20.55
Wheat,1994,7742,56,87,19.86
Wheat,1994,7742,56,87,20.55
Maize,1995,13239,56,87,19.47
Maize,1995,13239,56,87,20.03
Potatoes,1995,165267,56,87,19.47
Potatoes,1995,165267,56,87,20.03
Wheat,1995,7313,56,87,19.47
Wheat,1995,7313,56,87,20.03
Maize,1996,10526,56,87,19.24
Maize,1996,10526,56,87,20.21
Potatoes,1996,187273,56,87,19.24
Potatoes,1996,187273,56,87,20.21
Wheat,1996,7294,56,87,19.24
Wheat,1996,7294,56,87,20.21
Maize,1997,17500,56,255,19.3
